id,remitente_id,destinatario_id,monto,fecha,tipo
139,246,646,423.44,2020-05-03 21:42:33,transferencia
140,25,511,287.29,2020-12-16 01:45:41,transferencia
141,808,627,523.01,2022-12-09 23:20:15,transferencia
142,682,503,336.1,2020-10-25 15:52:24,transferencia
143,804,292,224.27,2020-05-22 02:35:33,transferencia
144,448,989,346.89,2020-04-01 01:41:42,transferencia
145,788,676,984.94,2020-12-10 11:10:20,transferencia
146,603,360,759.36,2021-11-10 08:11:21,transferencia
147,714,346,374.64,2020-01-02 23:28:48,transferencia
148,641,635,685.46,2022-09-28 15:47:15,transferencia
149,393,245,809.09,2020-02-17 21:58:47,transferencia
150,471,710,234.1,2022-03-17 13:08:39,transferencia
151,483,430,329.03,2020-08-01 06:12:26,transferencia
152,615,660,882.22,2020-10-12 09:13:37,transferencia
153,683,965,62.26,2022-05-13 05:35:48,transferencia
154,666,543,109.68,2021-04-14 20:39:00,transferencia
155,289,83,271.23,2021-11-19 02:28:18,transferencia
156,360,897,927.74,2020-04-25 21:27:41,transferencia
157,135,564,704.63,2021-10-26 04:18:50,transferencia
158,23,302,508.07,2020-11-13 06:19:03,transferencia
159,380,739,440.77,2020-02-28 04:57:44,transferencia
160,204,306,44.19,2022-02-12 03:15:47,transferencia
161,277,11,976.49,2020-05-29 22:57:23,pago
162,808,171,140.3,2022-03-11 17:37:14,transferencia
163,783,483,175.71,2023-02-13 17:13:05,transferencia
164,97,227,932.5,2021-04-25 23:20:10,transferencia
165,203,550,534.98,2022-04-01 01:54:33,transferencia
166,941,540,457.59,2021-05-29 11:46:07,transferencia
167,682,45,181.25,2021-01-04 05:39:10,transferencia
168,352,967,773.39,2022-12-23 09:14:54,transferencia
169,483,830,927.81,2020-09-14 15:41:19,transferencia
170,181,453,87.33,2023-02-25 16:23:41,transferencia
171,56,142,333.28,2023-04-15 09:07:59,transferencia
172,674,658,152.23,2023-05-28 16:19:48,transferencia
173,941,917,377.2,2021-10-03 15:55:01,transferencia
174,1004,833,103.99,2022-08-27 15:59:40,transferencia
175,333,953,123.0,2022-12-14 03:46:35,transferencia
176,957,870,207.32,2020-08-07 14:28:17,transferencia
177,846,547,348.12,2020-08-30 10:27:41,transferencia
178,128,692,506.89,2020-02-18 14:08:57,transferencia
179,44,243,44.55,2022-06-20 05:27:07,transferencia
180,925,594,936.82,2020-10-28 16:06:29,transferencia
181,799,422,206.6,2020-12-01 15:12:03,transferencia
182,786,451,437.49,2021-10-22 15:06:03,transferencia
183,573,894,465.32,2021-05-11 02:28:38,transferencia
184,729,339,412.34,2023-10-15 03:51:20,transferencia
185,168,613,156.35,2022-12-19 03:54:40,transferencia
186,514,948,985.99,2023-01-28 17:17:09,transferencia
187,158,709,198.93,2022-02-06 18:08:14,transferencia
188,847,793,414.7,2023-05-25 12:42:50,transferencia
189,974,694,241.84,2022-02-21 18:20:48,transferencia
190,532,958,518.48,2020-10-05 09:54:31,transferencia
191,97,2,979.26,2020-12-20 01:31:56,pago
192,987,799,506.69,2023-12-29 00:53:50,transferencia
193,601,902,292.76,2020-11-20 14:19:45,transferencia
194,573,671,82.44,2022-05-20 11:10:00,transferencia
195,79,118,816.94,2022-09-02 22:28:53,transferencia
196,790,951,967.33,2021-09-28 00:51:39,transferencia
197,422,826,739.14,2022-11-30 12:36:15,transferencia
198,585,197,977.76,2021-04-10 04:10:00,transferencia
199,1017,351,127.74,2022-07-17 19:21:25,transferencia
200,351,289,707.2,2022-08-18 04:18:52,transferencia
201,683,413,213.17,2021-06-06 19:14:55,transferencia
202,859,48,785.28,2023-06-16 14:31:40,transferencia
203,559,376,772.36,2022-09-08 14:01:27,transferencia
204,963,825,101.4,2021-03-24 04:15:43,transferencia
205,631,948,110.99,2022-04-03 06:40:06,transferencia
206,30,908,500.99,2021-09-03 18:47:52,transferencia
207,50,11,651.45,2020-05-11 06:30:52,pago
208,830,1009,466.59,2023-07-07 04:17:40,transferencia
209,454,1003,158.23,2022-07-21 02:33:48,transferencia
210,651,245,605.53,2023-04-12 14:09:11,transferencia
211,212,1016,288.83,2020-07-22 16:07:34,transferencia
212,891,124,395.56,2022-03-14 15:49:35,transferencia
213,438,188,189.32,2023-11-21 03:04:49,transferencia
214,871,827,333.84,2023-01-16 07:04:02,transferencia
215,920,191,380.77,2023-06-29 09:52:24,transferencia
216,454,408,188.48,2021-01-02 04:25:21,transferencia
217,881,342,794.71,2021-01-19 15:16:58,transferencia
218,827,600,951.2,2023-01-16 04:17:31,transferencia
219,136,751,928.31,2021-10-30 16:36:23,transferencia
220,483,571,60.92,2023-01-22 12:42:40,transferencia
221,896,235,805.52,2020-04-16 03:43:52,transferencia
222,365,518,468.51,2021-04-20 06:49:10,transferencia
223,980,483,485.13,2020-06-26 23:54:16,transferencia
224,226,844,906.79,2023-07-03 00:53:52,transferencia
225,910,21,826.12,2022-10-20 18:37:00,transferencia
226,519,526,314.13,2022-01-21 21:54:46,transferencia
227,558,914,858.32,2020-05-05 22:26:00,transferencia
228,47,599,695.88,2020-02-04 20:24:27,transferencia
229,670,375,551.38,2020-12-08 07:10:14,transferencia
230,186,160,540.52,2020-06-09 23:21:24,transferencia
231,951,819,876.24,2020-06-17 02:56:34,transferencia
232,391,942,243.51,2020-08-04 06:22:56,transferencia
233,646,930,457.28,2021-02-10 23:11:24,transferencia
234,322,414,96.44,2020-12-12 22:11:13,transferencia
235,185,282,844.35,2023-11-08 15:16:07,transferencia
236,486,941,421.51,2022-02-15 07:00:07,transferencia
237,788,381,653.92,2021-12-02 20:31:53,transferencia
238,368,139,198.46,2020-06-04 04:13:02,transferencia
239,1005,569,91.4,2022-02-04 23:20:09,transferencia
240,802,856,44.36,2020-10-30 12:44:57,transferencia
241,963,481,602.18,2023-05-10 00:58:26,transferencia
242,1006,618,688.03,2023-04-11 13:53:50,transferencia
243,948,892,319.4,2023-04-13 13:46:56,transferencia
244,109,794,470.11,2022-02-15 09:50:29,transferencia
245,126,640,654.48,2020-02-12 19:05:19,transferencia
246,378,199,563.35,2022-07-29 01:02:57,transferencia
247,607,46,366.48,2022-03-28 12:55:59,transferencia
248,557,781,221.67,2020-11-05 23:20:28,transferencia
249,846,380,992.17,2022-10-08 14:42:27,transferencia
250,602,674,852.99,2020-07-27 09:12:24,transferencia
251,128,310,266.63,2021-09-10 11:03:44,transferencia
252,760,877,864.49,2022-12-23 02:04:34,transferencia
253,462,900,985.4,2021-11-01 23:23:15,transferencia
254,205,227,732.99,2020-11-25 19:04:54,transferencia
255,346,294,134.3,2022-01-02 06:34:42,transferencia
256,997,573,859.93,2020-09-13 19:19:56,transferencia
257,733,342,62.49,2022-05-01 22:29:38,transferencia
258,363,301,626.43,2022-01-03 23:23:20,transferencia
259,980,283,496.94,2020-02-15 01:58:20,transferencia
260,779,922,592.8,2022-08-22 04:33:24,transferencia
261,449,396,510.89,2021-02-15 06:11:56,transferencia
262,983,83,219.98,2023-01-15 17:45:50,transferencia
263,440,508,411.06,2022-09-12 09:47:46,transferencia
264,858,235,529.13,2021-06-25 16:48:56,transferencia
265,406,376,582.1,2023-08-20 00:54:42,transferencia
266,709,481,714.4,2023-10-30 12:38:21,transferencia
267,893,915,564.65,2023-09-03 23:24:10,transferencia
268,328,513,995.51,2023-07-08 23:32:37,transferencia
269,312,738,820.61,2020-01-27 12:50:40,transferencia
270,822,848,169.08,2020-03-08 03:50:53,transferencia
271,318,222,398.48,2021-04-15 00:14:49,transferencia
272,497,928,411.56,2022-05-09 04:07:52,transferencia
273,316,627,906.98,2020-08-30 05:28:55,transferencia
274,956,678,942.94,2020-11-16 15:38:43,transferencia
275,724,130,941.66,2021-12-22 20:44:46,transferencia
276,476,611,163.93,2023-11-22 22:35:56,transferencia
277,986,960,583.61,2021-08-19 18:39:49,transferencia
278,37,936,683.49,2023-07-31 05:36:56,transferencia
279,549,98,916.15,2021-09-14 17:35:04,transferencia
280,434,12,460.5,2021-02-16 02:37:40,pago
281,148,426,163.17,2021-06-27 19:44:57,transferencia
282,145,104,955.45,2021-08-27 16:45:08,transferencia
283,427,140,262.77,2023-04-11 18:00:07,transferencia
284,707,553,855.09,2022-05-05 05:32:53,transferencia
285,703,33,875.1,2022-02-20 11:13:40,transferencia
286,466,939,202.34,2022-01-20 21:34:45,transferencia
287,25,414,416.06,2020-08-17 17:18:56,transferencia
288,656,501,706.3,2022-03-12 16:11:54,transferencia
289,339,228,932.01,2020-12-20 00:08:04,transferencia
290,578,595,268.04,2023-02-11 03:35:58,transferencia
291,522,443,491.41,2022-07-16 12:15:33,transferencia
292,895,813,439.33,2023-07-04 02:18:11,transferencia
293,780,616,967.66,2022-01-05 20:02:40,transferencia
294,47,588,448.64,2020-02-09 20:57:18,transferencia
295,350,433,102.61,2023-12-18 18:44:43,transferencia
296,859,745,745.76,2020-12-17 19:46:05,transferencia
297,486,342,501.28,2022-07-11 09:47:57,transferencia
298,934,947,699.81,2020-12-17 10:59:49,transferencia
299,261,234,438.97,2020-01-05 22:53:33,transferencia
300,521,182,840.82,2023-12-20 06:45:00,transferencia
301,106,890,466.86,2022-08-03 07:00:01,transferencia
302,620,654,432.21,2021-09-30 23:07:39,transferencia
303,312,605,339.08,2020-05-28 22:53:36,transferencia
304,516,457,173.53,2020-01-13 13:02:52,transferencia
305,288,343,844.88,2021-02-16 22:04:28,transferencia
306,658,691,771.86,2023-04-22 14:22:25,transferencia
307,369,649,196.31,2020-12-19 08:45:27,transferencia
308,789,485,209.43,2021-05-16 02:23:34,transferencia
309,597,546,45.47,2021-08-23 06:35:12,transferencia
310,28,377,223.09,2021-09-09 22:45:40,transferencia
311,580,664,19.9,2023-08-08 13:14:06,transferencia
312,509,347,359.96,2022-02-27 03:08:44,transferencia
313,146,571,798.52,2020-10-29 19:04:28,transferencia
314,75,119,904.37,2022-11-27 02:05:23,transferencia
315,113,519,225.46,2022-04-09 20:25:48,transferencia
316,581,680,142.51,2021-04-23 18:33:09,transferencia
317,262,403,258.33,2021-06-22 05:15:38,transferencia
318,297,877,34.92,2022-04-30 11:34:31,transferencia
319,499,873,909.95,2020-02-12 14:50:58,transferencia
320,861,11,384.5,2021-05-16 19:56:47,pago
321,385,327,712.79,2022-04-07 03:55:35,transferencia
322,617,967,333.13,2022-01-17 17:35:45,transferencia
323,694,244,493.51,2023-04-05 09:12:31,transferencia
324,75,706,355.87,2020-07-28 07:46:50,transferencia
325,918,739,529.79,2020-08-22 01:56:09,transferencia
326,935,103,457.75,2023-10-29 14:29:55,transferencia
327,114,814,856.76,2021-04-10 04:01:11,transferencia
328,652,986,861.38,2021-11-07 03:53:04,transferencia
329,897,592,969.46,2020-11-25 22:01:39,transferencia
330,518,771,852.11,2023-11-13 21:40:36,transferencia
331,383,608,89.7,2022-03-23 21:28:01,transferencia
332,25,889,108.45,2022-01-14 06:34:02,transferencia
333,327,200,961.18,2020-11-12 22:36:59,transferencia
334,603,98,995.3,2023-12-08 01:34:30,transferencia
335,174,396,445.69,2020-10-08 07:16:25,transferencia
336,55,564,434.24,2022-01-26 20:05:33,transferencia
337,747,34,284.7,2022-06-25 06:55:01,transferencia
338,889,315,921.02,2020-08-16 03:19:48,transferencia
339,465,476,187.32,2021-03-02 14:07:34,transferencia
340,313,855,377.55,2022-05-13 05:06:08,transferencia
341,822,747,907.52,2020-03-10 12:30:45,transferencia
342,222,183,688.52,2021-07-27 14:02:53,transferencia
343,747,159,505.5,2021-11-28 03:07:09,transferencia
344,250,703,904.52,2021-06-24 09:18:41,transferencia
345,249,888,322.99,2023-07-14 14:18:51,transferencia
346,814,229,98.35,2023-05-12 03:23:52,transferencia
347,624,92,671.68,2021-08-16 19:35:52,transferencia
348,733,784,788.51,2020-09-06 19:33:51,transferencia
349,44,37,811.29,2022-06-26 23:34:04,transferencia
350,798,615,485.26,2022-04-15 04:32:57,transferencia
351,860,833,926.84,2023-04-20 12:09:19,transferencia
352,862,764,948.74,2023-12-29 10:30:51,transferencia
353,356,547,891.61,2020-11-26 12:06:33,transferencia
354,882,956,784.29,2020-05-12 07:47:36,transferencia
355,135,67,28.48,2021-09-06 02:04:50,transferencia
356,356,348,323.14,2020-01-21 16:33:27,transferencia
357,118,486,852.29,2021-08-15 08:11:24,transferencia
358,149,126,310.89,2022-12-30 21:01:02,transferencia
359,237,665,299.55,2021-02-09 00:17:23,transferencia
360,333,958,976.16,2020-03-29 18:03:32,transferencia
361,283,839,727.31,2020-06-23 11:23:50,transferencia
362,667,850,494.89,2023-10-13 23:13:52,transferencia
363,478,840,813.68,2020-08-05 08:36:28,transferencia
364,198,592,785.86,2020-12-22 02:34:35,transferencia
365,895,880,135.84,2023-08-23 15:41:48,transferencia
366,677,713,561.19,2020-05-02 19:26:34,transferencia
367,845,727,785.21,2020-04-04 05:25:34,transferencia
368,696,86,342.73,2023-11-26 06:11:38,transferencia
369,416,375,79.73,2021-04-18 09:31:30,transferencia
370,741,193,70.52,2022-02-24 05:23:08,transferencia
371,656,688,757.32,2023-02-09 23:58:55,transferencia
372,722,265,963.82,2022-07-30 03:56:11,transferencia
373,707,1017,78.72,2020-10-08 07:07:19,transferencia
374,577,292,63.43,2021-07-22 02:20:31,transferencia
375,161,642,443.49,2021-08-18 20:57:26,transferencia
376,909,728,775.13,2022-06-11 06:31:17,transferencia
377,892,177,398.98,2022-01-31 07:52:49,transferencia
378,153,628,931.05,2022-01-27 09:03:49,transferencia
379,822,36,377.06,2022-06-24 11:34:11,transferencia
380,120,568,209.32,2023-01-29 13:15:28,transferencia
381,133,927,601.11,2020-02-26 13:38:28,transferencia
382,918,910,289.65,2020-08-31 16:08:48,transferencia
383,946,425,175.36,2020-08-24 08:04:17,transferencia
384,546,365,881.01,2020-12-14 07:59:33,transferencia
385,122,977,334.55,2021-01-25 08:13:55,transferencia
386,66,946,359.44,2020-01-27 07:30:49,transferencia
387,558,768,744.28,2023-09-17 20:19:43,transferencia
388,307,574,678.63,2023-11-27 03:13:18,transferencia
389,404,867,167.18,2020-08-16 01:13:49,transferencia
390,381,880,636.7,2020-08-09 09:16:05,transferencia
391,73,454,125.89,2022-07-23 16:57:17,transferencia
392,674,159,518.16,2022-09-26 14:32:04,transferencia
393,969,580,661.22,2022-01-22 13:13:56,transferencia
394,247,891,166.33,2021-11-20 13:09:50,transferencia
395,473,769,109.4,2021-06-01 23:04:53,transferencia
396,156,922,697.11,2023-09-03 22:49:18,transferencia
397,193,422,631.8,2020-07-25 10:28:22,transferencia
398,894,968,334.89,2022-09-10 21:20:49,transferencia
399,210,268,578.75,2020-04-17 14:27:02,transferencia
400,35,876,859.22,2020-09-17 16:48:42,transferencia
401,910,146,807.07,2021-06-29 03:55:24,transferencia
402,356,1013,670.54,2020-05-07 16:17:49,transferencia
403,156,513,237.36,2021-04-29 20:59:58,transferencia
404,41,92,688.81,2021-03-29 01:48:28,transferencia
405,991,784,293.2,2021-10-05 05:35:17,transferencia
406,964,881,235.14,2022-06-19 17:55:50,transferencia
407,788,574,738.01,2022-01-13 04:23:10,transferencia
408,45,326,122.97,2023-06-22 16:41:25,transferencia
409,926,675,726.7,2021-05-18 04:59:00,transferencia
410,536,789,889.43,2021-06-20 03:56:21,transferencia
411,917,550,38.85,2022-07-08 15:30:42,transferencia
412,953,710,799.12,2021-04-15 11:24:34,transferencia
413,963,352,359.92,2020-10-13 20:47:28,transferencia
414,672,980,227.26,2021-11-18 04:31:50,transferencia
415,941,563,306.99,2022-09-29 21:41:12,transferencia
416,506,896,877.48,2020-05-06 08:58:29,transferencia
417,607,828,542.56,2020-08-20 14:17:46,transferencia
418,630,695,68.01,2020-12-14 01:08:28,transferencia
419,740,636,457.15,2023-10-19 02:49:53,transferencia
420,799,680,86.39,2023-06-23 19:54:23,transferencia
421,637,789,166.13,2021-11-17 22:27:52,transferencia
422,347,154,703.37,2022-07-04 15:33:47,transferencia
423,651,542,215.25,2022-09-27 21:44:43,transferencia
424,414,123,223.43,2023-10-20 03:59:28,transferencia
425,102,26,28.43,2022-05-21 02:26:14,transferencia
426,297,765,137.9,2023-10-06 06:58:21,transferencia
427,71,900,116.53,2020-04-03 17:42:53,transferencia
428,197,650,99.2,2023-01-27 23:06:43,transferencia
429,693,106,665.53,2023-04-26 06:47:12,transferencia
430,688,963,693.09,2021-08-06 01:54:45,transferencia
431,696,541,485.38,2021-03-07 10:29:44,transferencia
432,336,872,372.78,2022-12-09 23:51:57,transferencia
433,992,384,257.42,2021-11-28 04:20:50,transferencia
434,674,378,252.01,2022-01-12 13:10:48,transferencia
435,397,866,716.3,2020-12-30 17:07:42,transferencia
436,232,275,488.4,2022-11-20 11:32:58,transferencia
437,150,560,520.86,2020-10-27 10:44:45,transferencia
438,529,112,215.51,2023-09-16 03:10:07,transferencia
439,704,23,194.5,2022-10-15 16:16:49,transferencia
440,798,902,544.8,2022-06-07 13:38:34,transferencia
441,585,495,784.35,2021-02-23 16:42:14,transferencia
442,715,589,660.35,2021-04-12 10:34:27,transferencia
443,206,84,483.55,2022-03-11 09:09:15,transferencia
444,508,61,932.38,2021-08-24 09:07:12,transferencia
445,51,568,709.57,2021-01-16 13:16:11,transferencia
446,654,65,265.86,2021-02-10 02:31:21,transferencia
447,231,828,149.79,2021-03-03 06:48:56,transferencia
448,22,57,617.59,2020-12-02 15:19:52,transferencia
449,885,143,672.19,2020-01-30 13:44:44,transferencia
450,800,9,307.55,2023-10-29 10:43:45,pago
451,575,77,995.35,2023-04-18 22:46:08,transferencia
452,790,950,59.82,2022-07-10 03:35:35,transferencia
453,627,14,135.26,2022-11-08 11:42:17,pago
454,369,638,609.4,2021-01-30 00:48:43,transferencia
455,549,9,168.58,2022-01-23 02:45:47,pago
456,385,750,273.0,2021-09-16 13:04:36,transferencia
457,465,563,601.17,2020-01-19 15:30:29,transferencia
458,836,668,662.06,2023-03-17 21:51:03,transferencia
459,177,536,884.82,2020-07-03 12:10:11,transferencia
460,501,445,939.48,2020-06-11 12:46:17,transferencia
461,641,519,457.83,2020-03-26 11:17:04,transferencia
462,749,832,800.15,2023-06-23 13:41:14,transferencia
463,831,656,903.01,2021-07-30 04:25:06,transferencia
464,304,323,704.15,2022-05-30 20:02:23,transferencia
465,743,632,704.76,2021-09-08 21:07:38,transferencia
466,109,655,758.98,2022-03-03 05:28:35,transferencia
467,42,52,609.12,2020-02-18 15:19:04,transferencia
468,336,22,396.93,2021-12-09 10:12:35,transferencia
469,868,908,669.18,2020-11-15 13:31:52,transferencia
470,93,671,913.8,2022-01-04 07:00:56,transferencia
471,820,266,717.51,2022-08-21 19:26:01,transferencia
472,536,201,434.24,2020-01-20 11:11:18,transferencia
473,1012,504,437.35,2020-09-17 04:48:03,transferencia
474,972,659,530.76,2023-03-07 08:28:06,transferencia
475,465,228,367.87,2022-05-11 17:18:59,transferencia
476,814,647,43.02,2023-01-22 21:08:21,transferencia
477,855,330,540.92,2021-02-16 05:21:45,transferencia
478,370,554,592.54,2023-07-02 16:15:46,transferencia
479,592,847,900.8,2021-11-25 01:51:19,transferencia
480,742,343,457.39,2020-06-06 12:54:37,transferencia
481,72,1009,571.92,2022-12-16 09:32:02,transferencia
482,47,405,562.23,2023-04-01 18:11:42,transferencia
483,695,824,141.41,2021-03-14 12:46:45,transferencia
484,580,722,549.24,2020-11-06 12:58:50,transferencia
485,704,823,397.79,2021-08-31 12:49:18,transferencia
486,277,240,260.84,2021-12-31 00:47:01,transferencia
487,113,298,285.01,2020-05-29 00:25:19,transferencia
488,295,23,353.44,2020-06-28 12:22:52,transferencia
489,990,206,61.98,2022-10-04 23:40:48,transferencia
490,556,685,424.62,2020-02-18 21:00:31,transferencia
491,727,775,83.46,2022-11-19 16:03:43,transferencia
492,413,749,360.84,2020-10-10 12:15:39,transferencia
493,808,710,141.36,2020-08-19 04:51:21,transferencia
494,321,79,636.0,2020-10-25 07:05:10,transferencia
495,721,464,495.88,2022-08-06 13:37:05,transferencia
496,949,179,333.79,2022-07-16 11:13:39,transferencia
497,221,929,236.53,2021-12-22 02:39:28,transferencia
498,754,74,183.47,2020-05-09 09:24:30,transferencia
