87,79,748,467.2,2020-10-01 07:23:36.000,transferencia
88,297,642,874.8,2021-02-24 02:24:35.000,transferencia
89,122,78,482.98,2021-09-21 17:43:23.000,transferencia
90,493,68,900.57,2022-07-21 01:22:03.000,transferencia
91,156,18,43.67,2020-10-05 16:12:45.000,pago
92,812,993,613.65,2022-05-26 09:27:58.000,transferencia
93,538,657,307.12,2020-01-14 19:13:58.000,transferencia
94,39,17,62.08,2023-05-04 00:10:06.000,pago
95,828,365,523.02,2021-06-28 01:54:29.000,transferencia
96,532,610,574.21,2021-11-16 12:23:32.000,transferencia
97,505,415,481.55,2020-11-11 02:41:03.000,transferencia
98,106,673,310.67,2023-07-06 02:38:50.000,transferencia
99,188,412,558.39,2022-04-30 20:34:29.000,transferencia
100,512,6,614.44,2020-11-03 17:52:24.000,pago
101,844,87,943.54,2023-03-14 06:16:55.000,transferencia
102,490,630,915.49,2023-12-24 12:32:30.000,transferencia
103,144,507,386.5,2021-03-16 01:27:14.000,transferencia
104,673,362,160.24,2021-07-12 14:41:55.000,transferencia
105,494,321,582.4,2023-01-07 08:25:52.000,transferencia
106,744,387,520.45,2021-07-23 19:13:45.000,transferencia
107,269,1012,474.36,2023-05-25 10:48:15.000,transferencia
108,664,194,985.52,2023-08-15 22:20:24.000,transferencia
109,266,12,110.22,2023-04-26 02:39:02.000,pago
110,764,817,824.55,2020-03-24 04:10:47.000,transferencia
111,35,1,735.05,2022-07-18 05:37:16.000,pago
112,458,327,655.83,2022-03-21 18:15:02.000,transferencia
113,465,734,550.86,2021-12-06 00:35:56.000,transferencia
114,735,740,329.02,2020-02-04 02:43:14.000,transferencia
115,794,948,852.15,2023-03-21 13:19:44.000,transferencia
116,837,17,503.67,2022-04-28 12:20:32.000,pago
117,31,109,732.13,2023-06-13 17:54:21.000,transferencia
118,479,347,55.3,2021-11-11 18:05:25.000,transferencia
119,955,1018,690.92,2022-09-26 11:33:12.000,transferencia
120,734,393,414.18,2023-05-13 20:11:59.000,transferencia
121,326,39,19.91,2022-10-01 04:32:55.000,transferencia
122,241,16,657.3,2022-10-22 05:55:33.000,pago
123,853,201,580.33,2020-04-21 16:27:17.000,transferencia
124,596,12,586.64,2021-01-23 08:05:12.000,pago
125,1014,529,695.99,2021-05-29 13:35:47.000,transferencia
126,143,814,881.91,2020-04-04 19:44:53.000,transferencia
127,394,475,844.36,2021-09-25 21:41:44.000,transferencia
128,92,10,581.92,2022-11-07 23:38:27.000,pago
129,438,6,332.35,2020-11-14 11:09:46.000,pago
130,166,756,785.57,2022-08-07 20:07:26.000,transferencia
131,315,562,92.12,2021-08-19 20:56:03.000,transferencia
132,640,457,579.81,2020-02-26 05:20:02.000,transferencia
133,60,950,357.66,2022-07-24 21:31:37.000,transferencia
134,902,735,706.09,2021-06-09 18:39:55.000,transferencia
135,268,51,136.26,2022-06-14 06:04:46.000,transferencia
136,123,89,312.11,2023-04-27 00:59:08.000,transferencia
137,256,578,590.96,2023-05-26 10:21:23.000,transferencia
138,250,64,100.8,2020-10-04 13:06:16.000,transferencia
139,498,1020,928.04,2023-09-07 06:46:01.000,transferencia
140,242,498,569.69,2020-09-22 20:50:55.000,transferencia
141,999,600,46.96,2020-08-07 22:20:40.000,transferencia
142,561,27,547.81,2022-02-08 16:45:47.000,transferencia
143,344,16,971.08,2023-02-19 01:46:09.000,pago
144,145,594,235.25,2020-09-20 12:49:39.000,transferencia
145,960,10,802.37,2020-06-12 19:32:25.000,pago
146,562,766,90.63,2022-07-11 17:06:47.000,transferencia
147,255,457,46.02,2023-05-01 04:03:36.000,transferencia
148,923,100,402.68,2021-03-11 21:37:13.000,transferencia
149,358,7,569.55,2021-12-17 08:28:32.000,pago
150,209,409,750.46,2020-08-27 20:14:18.000,transferencia
151,751,531,156.87,2020-02-22 14:30:13.000,transferencia
152,904,575,167.83,2021-04-30 19:39:44.000,transferencia
153,397,194,896.43,2020-08-15 13:42:09.000,transferencia
154,807,437,471.09,2023-12-10 23:33:19.000,transferencia
155,139,20,866.33,2020-11-18 08:26:33.000,pago
156,114,835,947.96,2023-08-26 13:20:22.000,transferencia
157,590,269,656.74,2023-03-17 00:42:26.000,transferencia
158,489,662,484.88,2021-03-30 11:53:34.000,transferencia
159,452,930,164.28,2020-12-22 21:43:57.000,transferencia
160,812,150,659.61,2022-05-05 05:09:25.000,transferencia
161,693,401,689.41,2022-03-08 00:29:42.000,transferencia
162,371,533,455.58,2020-08-29 15:05:58.000,transferencia
163,885,193,390.69,2020-10-18 15:22:19.000,transferencia
164,86,106,242.28,2023-04-12 01:32:56.000,transferencia
165,687,15,628.7,2023-03-26 02:20:42.000,pago
166,768,207,325.89,2023-09-10 12:35:35.000,transferencia
167,61,579,814.19,2021-02-26 01:40:02.000,transferencia
168,312,706,390.12,2021-05-04 09:29:34.000,transferencia
169,461,1,755.13,2023-11-14 06:53:41.000,pago
170,477,423,655.37,2022-07-10 06:40:01.000,transferencia
171,497,552,277.66,2022-07-28 13:52:51.000,transferencia
172,239,787,708.22,2022-03-06 11:56:40.000,transferencia
173,815,3,381.19,2022-01-12 15:27:33.000,pago
174,106,366,571.28,2022-11-07 18:59:19.000,transferencia
175,677,420,634.05,2022-12-06 12:28:03.000,transferencia
176,718,956,189.54,2023-07-04 15:59:14.000,transferencia
177,291,968,264.39,2023-05-22 20:38:00.000,transferencia
178,874,871,582.02,2021-07-22 19:11:40.000,transferencia
179,891,986,669.51,2023-07-22 04:02:14.000,transferencia
180,719,559,213.83,2023-01-13 06:26:50.000,transferencia
181,92,96,698.93,2020-09-08 13:32:39.000,transferencia
182,592,360,185.09,2021-11-19 01:28:47.000,transferencia
183,63,6,329.6,2021-06-16 12:47:22.000,pago
184,466,130,737.82,2023-02-27 12:45:39.000,transferencia
185,288,18,968.53,2022-01-01 09:13:55.000,pago
186,558,16,739.05,2023-05-28 03:43:18.000,pago
187,284,557,632.58,2022-06-27 22:29:52.000,transferencia
188,133,429,211.75,2023-01-28 16:01:30.000,transferencia
189,582,780,844.68,2021-10-04 20:14:03.000,transferencia
190,714,865,135.18,2022-01-28 16:41:45.000,transferencia
191,762,298,664.5,2020-01-03 07:03:02.000,transferencia
192,964,8,744.57,2020-06-01 17:06:36.000,pago
193,328,459,58.59,2022-03-20 10:24:18.000,transferencia
194,855,687,17.88,2022-01-20 11:13:21.000,transferencia
195,870,170,361.81,2020-07-05 08:38:46.000,transferencia
196,202,10,365.13,2023-04-14 18:07:36.000,pago
197,380,859,573.87,2022-02-02 08:36:39.000,transferencia
198,275,11,717.12,2022-01-02 05:02:34.000,pago
199,680,233,863.02,2021-01-31 07:48:39.000,transferencia
200,524,576,375.76,2022-04-11 12:02:43.000,transferencia
201,848,729,492.87,2023-11-11 14:24:02.000,transferencia
202,847,610,151.38,2022-02-24 20:42:33.000,transferencia
203,782,903,103.84,2023-02-03 00:32:56.000,transferencia
204,630,722,75.21,2020-12-31 06:47:49.000,transferencia
205,233,601,385.15,2021-10-18 19:18:42.000,transferencia
206,793,761,315.81,2023-03-27 07:34:13.000,transferencia
207,986,435,101.26,2023-01-04 09:09:56.000,transferencia
208,383,297,568.26,2022-05-13 22:09:23.000,transferencia
209,545,10,484.1,2021-10-28 07:23:45.000,pago
210,953,598,621.72,2023-02-18 10:13:31.000,transferencia
211,219,388,644.48,2023-12-10 03:00:01.000,transferencia
212,462,5,564.66,2023-03-21 04:11:42.000,pago
213,467,877,221.81,2023-03-15 20:53:25.000,transferencia
214,570,354,601.23,2020-05-08 20:29:22.000,transferencia
215,274,263,388.81,2020-09-03 20:25:13.000,transferencia
216,571,816,394.0,2022-03-25 14:28:29.000,transferencia
217,147,707,716.79,2022-04-22 14:07:52.000,transferencia
218,858,222,506.8,2021-04-08 10:55:36.000,transferencia
219,143,847,565.43,2020-05-30 08:55:44.000,transferencia
220,683,639,567.44,2022-09-19 22:34:12.000,transferencia
221,345,794,393.39,2023-09-09 01:07:02.000,transferencia
222,755,952,768.75,2023-03-11 13:20:39.000,transferencia
223,490,911,867.5,2023-11-27 22:48:01.000,transferencia
224,827,221,606.92,2022-11-15 04:16:05.000,transferencia
225,872,281,244.09,2022-05-16 08:26:53.000,transferencia
226,924,586,222.27,2023-06-15 18:22:30.000,transferencia
227,783,752,352.65,2021-09-20 06:26:41.000,transferencia
228,399,354,777.95,2020-09-21 17:45:32.000,transferencia
229,583,191,10.88,2023-10-21 19:58:05.000,transferencia
230,164,470,247.15,2020-01-19 16:19:22.000,transferencia
231,626,953,241.77,2021-04-12 18:21:34.000,transferencia
232,745,908,831.52,2020-09-07 21:22:06.000,transferencia
233,902,669,502.45,2023-06-30 06:14:13.000,transferencia
234,804,728,150.54,2020-01-21 15:12:13.000,transferencia
235,169,479,41.87,2020-04-04 07:37:48.000,transferencia
236,254,164,939.24,2023-02-16 09:34:13.000,transferencia
237,104,583,149.31,2022-08-12 22:31:15.000,transferencia
238,593,502,316.38,2023-06-19 07:58:02.000,transferencia
239,242,11,166.59,2023-11-07 01:54:06.000,pago
240,475,846,149.42,2022-03-21 17:07:21.000,transferencia
241,122,82,333.23,2021-01-01 00:58:59.000,transferencia
242,145,88,706.38,2022-01-15 05:11:12.000,transferencia
243,218,219,69.18,2022-12-25 05:57:41.000,transferencia
244,305,621,691.55,2022-02-08 15:09:33.000,transferencia
245,771,973,777.4,2021-11-16 14:20:31.000,transferencia
246,880,976,110.47,2023-10-25 02:32:54.000,transferencia
247,985,152,715.51,2021-12-19 19:51:57.000,transferencia
248,214,690,834.85,2020-05-04 11:18:34.000,transferencia
249,412,52,166.18,2020-09-14 14:30:12.000,transferencia
250,515,182,656.49,2021-12-21 13:45:22.000,transferencia
251,43,952,102.19,2022-02-09 11:31:18.000,transferencia
252,202,177,573.5,2020-02-28 17:36:09.000,transferencia
253,872,427,344.14,2020-07-17 00:50:49.000,transferencia
254,699,467,799.49,2022-10-24 23:25:49.000,transferencia
255,1008,9,861.11,2021-05-19 02:25:23.000,pago
256,578,358,381.94,2023-11-06 18:58:54.000,transferencia
257,899,258,421.8,2021-11-28 13:36:03.000,transferencia
258,204,807,636.23,2022-01-28 09:21:20.000,transferencia
259,974,211,608.77,2023-04-14 14:58:00.000,transferencia
260,183,590,945.54,2020-01-04 10:31:32.000,transferencia
261,726,57,661.1,2021-10-18 09:15:10.000,transferencia
262,779,164,527.82,2023-10-20 19:28:21.000,transferencia
263,210,492,460.71,2021-04-20 09:39:47.000,transferencia
264,923,643,607.63,2021-05-04 16:47:27.000,transferencia
265,42,421,372.4,2022-02-10 14:18:23.000,transferencia
266,539,703,783.26,2021-09-22 14:07:47.000,transferencia
267,108,551,286.57,2023-07-25 10:47:45.000,transferencia
268,34,532,365.55,2021-10-07 07:09:25.000,transferencia
269,419,573,281.26,2022-03-15 10:39:46.000,transferencia
270,916,101,533.16,2021-05-19 16:23:58.000,transferencia
271,472,954,362.35,2023-10-26 03:07:15.000,transferencia
272,319,975,936.36,2022-07-31 16:27:37.000,transferencia
273,256,912,158.89,2021-06-24 12:41:30.000,transferencia
274,578,10,770.69,2021-03-29 02:16:09.000,pago
275,1008,211,170.44,2023-10-25 19:50:24.000,transferencia
276,582,345,525.33,2020-01-30 05:37:02.000,transferencia
277,22,725,121.98,2020-09-11 07:03:09.000,transferencia
278,186,18,505.88,2023-08-04 02:39:10.000,pago
279,47,278,684.56,2023-05-28 14:39:02.000,transferencia
280,62,803,437.3,2023-06-27 20:04:25.000,transferencia
281,992,935,74.75,2021-07-13 18:53:31.000,transferencia
282,416,184,954.88,2023-10-24 12:07:47.000,transferencia
283,285,809,828.21,2023-10-12 13:07:02.000,transferencia
284,546,284,317.36,2020-03-11 18:08:44.000,transferencia
285,670,235,40.84,2020-01-05 13:43:57.000,transferencia
286,690,20,745.73,2023-12-13 20:50:32.000,pago
287,655,503,531.52,2020-11-21 20:05:39.000,transferencia
288,176,488,325.48,2021-02-01 14:21:00.000,transferencia
289,255,16,898.8,2020-12-28 06:53:49.000,pago
290,33,605,139.7,2020-03-16 03:44:07.000,transferencia
291,719,9,620.29,2022-11-12 02:49:11.000,pago
292,755,796,656.35,2021-09-03 10:54:28.000,transferencia
293,221,80,884.4,2023-02-07 06:50:30.000,transferencia
294,679,374,310.38,2020-06-12 04:52:40.000,transferencia
295,735,708,271.67,2020-02-03 00:03:20.000,transferencia
296,163,873,512.49,2023-03-22 19:40:01.000,transferencia
297,338,7,419.03,2021-12-04 01:52:45.000,pago
298,127,249,999.8,2022-12-08 15:29:00.000,transferencia
299,52,1009,157.13,2021-10-04 03:28:35.000,transferencia
300,1017,426,804.58,2021-09-25 23:57:29.000,transferencia
301,491,132,389.69,2023-04-01 22:16:14.000,transferencia
302,21,652,783.44,2022-04-15 10:02:20.000,transferencia
303,572,15,663.56,2020-03-07 13:26:54.000,pago
304,36,916,598.93,2022-03-07 22:24:26.000,transferencia
305,796,175,477.37,2022-03-17 16:18:38.000,transferencia
306,856,15,227.28,2023-06-09 03:32:33.000,pago
307,715,7,599.56,2022-02-16 15:43:54.000,pago
308,302,159,55.6,2021-08-21 16:00:53.000,transferencia
309,585,670,276.65,2021-10-03 23:49:23.000,transferencia
310,472,645,561.41,2020-09-21 18:25:52.000,transferencia
311,551,292,500.38,2023-02-23 08:07:08.000,transferencia
312,43,519,315.43,2020-09-20 14:02:59.000,transferencia
313,307,17,571.47,2023-09-05 21:41:07.000,pago
314,28,343,911.93,2023-09-01 23:24:05.000,transferencia
315,273,396,949.06,2020-10-22 06:36:40.000,transferencia
316,889,412,307.13,2022-05-12 09:22:59.000,transferencia
317,642,8,987.93,2023-08-09 22:56:58.000,pago
318,941,949,131.06,2022-09-26 10:58:33.000,transferencia
319,248,184,446.1,2020-04-21 00:40:14.000,transferencia
320,249,573,554.64,2021-09-02 00:33:55.000,transferencia
321,992,823,149.46,2021-07-08 02:20:14.000,transferencia
322,991,1007,58.19,2021-06-26 22:04:44.000,transferencia
323,574,672,779.73,2023-09-05 14:41:20.000,transferencia
324,1015,736,168.77,2020-08-12 10:29:48.000,transferencia
325,832,1,271.49,2023-08-08 13:56:15.000,pago
326,533,751,743.23,2022-10-09 02:00:10.000,transferencia
327,36,135,122.96,2021-12-29 03:12:52.000,transferencia
328,842,160,149.07,2020-12-09 11:10:55.000,transferencia
329,868,122,730.3,2023-03-16 04:58:40.000,transferencia
330,961,133,685.19,2020-01-18 18:33:11.000,transferencia
331,869,560,706.03,2022-09-16 00:06:30.000,transferencia
332,592,417,660.61,2022-09-08 22:42:55.000,transferencia
333,155,6,217.34,2022-09-11 09:49:57.000,pago
334,861,11,110.39,2023-07-17 01:32:39.000,pago
335,203,575,885.48,2023-02-18 02:05:17.000,transferencia
336,297,423,714.9,2021-05-10 08:23:43.000,transferencia
337,368,779,26.85,2020-04-10 22:18:26.000,transferencia
338,488,2,24.72,2021-05-16 17:04:58.000,pago
339,434,733,66.08,2020-01-28 08:33:15.000,transferencia
340,456,326,804.32,2023-10-31 22:49:24.000,transferencia
341,857,294,991.86,2021-08-27 00:07:30.000,transferencia
342,205,136,733.85,2021-12-29 08:35:47.000,transferencia
343,488,638,965.29,2020-02-19 12:27:30.000,transferencia
344,459,997,211.09,2022-02-25 20:16:19.000,transferencia
345,600,184,608.66,2020-08-12 04:57:41.000,transferencia
346,79,675,652.45,2020-02-05 14:16:10.000,transferencia
347,202,899,951.88,2022-05-01 13:00:10.000,transferencia
348,701,15,455.83,2020-10-19 12:39:26.000,pago
349,212,620,743.98,2021-11-22 12:38:10.000,transferencia
350,133,20,275.81,2022-06-29 07:26:00.000,pago
351,251,541,618.5,2020-10-10 13:31:32.000,transferencia
352,227,390,648.25,2021-04-20 07:11:43.000,transferencia
353,822,1001,374.47,2022-10-18 21:54:56.000,transferencia
354,582,14,534.14,2022-01-21 11:11:29.000,pago
355,113,844,674.23,2020-06-05 18:55:11.000,transferencia
356,52,440,504.67,2023-07-05 22:56:23.000,transferencia
357,263,683,130.16,2021-09-11 14:57:02.000,transferencia
358,134,411,794.83,2023-10-30 05:27:29.000,transferencia
359,825,18,739.31,2023-05-02 09:51:51.000,pago
360,126,582,889.95,2022-10-24 17:27:16.000,transferencia
361,33,175,171.37,2023-05-24 07:11:38.000,transferencia
362,724,729,437.48,2022-03-14 16:20:36.000,transferencia
363,177,419,686.87,2022-04-25 09:18:35.000,transferencia
364,300,507,702.76,2022-08-31 09:11:58.000,transferencia
365,120,688,874.8,2020-01-23 20:08:04.000,transferencia
366,91,625,81.71,2022-07-21 13:39:05.000,transferencia
367,421,19,186.84,2021-03-19 03:23:56.000,pago
368,474,973,348.98,2020-03-27 04:33:11.000,transferencia
369,934,240,875.03,2023-12-06 14:02:11.000,transferencia
370,569,573,251.14,2021-06-06 15:36:02.000,transferencia
371,67,774,400.44,2023-06-15 01:57:25.000,transferencia
372,424,525,55.18,2020-07-25 08:20:31.000,transferencia
373,479,450,588.18,2022-08-15 11:54:15.000,transferencia
374,89,3,387.71,2021-05-09 22:20:58.000,pago
375,511,410,139.66,2022-12-09 01:34:00.000,transferencia
376,381,302,343.84,2021-01-27 12:36:57.000,transferencia
377,696,152,511.09,2020-06-05 18:43:28.000,transferencia
378,535,20,642.35,2022-11-17 12:15:17.000,pago
379,255,11,358.97,2021-10-28 06:36:04.000,pago
380,267,14,78.36,2021-02-13 17:20:47.000,pago
381,830,717,332.97,2021-04-13 13:17:42.000,transferencia
382,709,740,227.73,2023-07-30 23:29:23.000,transferencia
383,355,368,456.8,2021-02-04 00:59:59.000,transferencia
384,379,58,136.89,2021-06-08 03:33:13.000,transferencia
385,304,653,859.19,2020-04-21 04:09:02.000,transferencia
386,75,10,376.88,2020-10-16 15:05:38.000,pago
387,969,15,707.58,2022-11-01 02:59:14.000,pago
388,803,893,808.71,2023-05-10 22:26:07.000,transferencia
389,877,882,48.23,2021-01-02 13:55:32.000,transferencia
390,820,642,590.2,2022-01-12 02:02:45.000,transferencia
391,958,728,759.36,2021-02-11 19:12:21.000,transferencia
392,313,9,722.51,2021-08-22 08:56:31.000,pago
393,354,43,193.24,2022-01-17 06:06:31.000,transferencia
394,873,74,45.48,2021-06-23 14:18:12.000,transferencia
395,352,278,120.16,2021-01-21 06:04:22.000,transferencia
396,39,12,312.87,2020-10-13 13:42:38.000,pago
397,157,488,855.34,2023-04-18 00:20:39.000,transferencia
398,255,518,701.23,2022-01-19 14:01:07.000,transferencia
399,263,4,535.39,2023-05-16 19:04:11.000,pago
400,317,723,473.87,2021-03-01 02:17:29.000,transferencia
401,350,155,957.11,2022-09-29 03:49:38.000,transferencia
402,681,523,402.95,2020-04-15 01:01:58.000,transferencia
403,986,468,683.01,2022-11-23 19:46:51.000,transferencia
404,145,422,72.66,2023-01-23 10:13:47.000,transferencia
405,561,255,742.47,2022-03-28 14:58:18.000,transferencia
406,357,711,825.87,2020-06-06 20:19:35.000,transferencia
407,610,734,260.3,2023-01-18 12:45:19.000,transferencia
408,949,710,768.51,2020-01-13 09:09:26.000,transferencia
409,302,11,390.37,2023-06-05 09:54:54.000,pago
410,360,16,525.55,2023-08-15 22:19:37.000,pago
411,878,998,86.12,2021-05-27 07:54:38.000,transferencia
412,706,904,273.86,2021-05-29 01:31:36.000,transferencia
413,621,181,349.4,2023-03-13 11:02:27.000,transferencia
414,35,630,546.11,2020-07-22 17:59:14.000,transferencia
415,583,1020,839.91,2020-10-11 06:21:35.000,transferencia
416,806,1019,319.0,2020-12-17 10:17:37.000,transferencia
417,620,8,25.93,2022-12-24 06:07:06.000,pago
418,554,308,134.6,2022-09-08 13:25:52.000,transferencia
419,678,22,368.56,2023-02-01 03:30:21.000,transferencia
420,422,522,900.73,2022-02-06 15:15:07.000,transferencia
421,396,634,175.36,2020-11-10 04:52:56.000,transferencia
422,983,404,408.21,2022-10-25 15:46:15.000,transferencia
423,677,376,344.39,2022-05-03 00:53:22.000,transferencia
424,796,99,944.74,2022-04-22 03:37:25.000,transferencia
425,894,531,54.39,2023-01-15 05:47:23.000,transferencia
426,59,964,148.17,2021-11-28 21:13:09.000,transferencia
427,951,3,709.72,2022-02-01 16:04:46.000,pago
428,172,935,52.8,2022-08-01 17:17:12.000,transferencia
429,576,990,739.02,2020-06-24 02:12:01.000,transferencia
430,933,535,435.06,2022-10-20 13:32:25.000,transferencia
431,984,621,933.11,2020-02-01 12:22:53.000,transferencia
432,437,15,373.89,2020-09-19 20:37:42.000,pago
433,47,10,972.83,2021-08-15 00:06:03.000,pago
434,363,60,839.15,2022-07-23 00:04:50.000,transferencia
435,102,13,440.87,2023-07-29 22:36:05.000,pago
436,357,543,563.51,2023-12-18 10:07:40.000,transferencia
437,564,8,651.35,2022-09-23 20:25:03.000,pago
438,636,919,53.92,2022-06-07 23:20:26.000,transferencia
439,201,642,820.66,2021-03-12 23:33:40.000,transferencia
440,246,736,939.07,2021-05-03 19:57:39.000,transferencia
441,970,288,281.42,2021-05-14 07:00:51.000,transferencia
442,785,846,456.54,2023-01-11 04:22:25.000,transferencia
443,511,628,936.43,2023-07-25 08:30:28.000,transferencia
444,864,11,989.3,2021-04-17 16:20:48.000,pago
445,226,18,169.3,2020-11-27 10:09:35.000,pago
446,441,260,587.84,2023-03-26 09:55:10.000,transferencia
447,32,5,352.99,2020-07-25 17:08:50.000,pago
448,146,983,423.63,2021-06-19 14:14:18.000,transferencia
449,1007,887,936.8,2022-05-11 09:47:25.000,transferencia
450,530,13,610.11,2021-12-05 22:07:14.000,pago
451,464,806,201.99,2021-12-31 09:49:08.000,transferencia
452,393,811,13.38,2020-08-07 16:56:46.000,transferencia
453,895,17,488.41,2020-05-09 06:54:24.000,pago
454,532,1,185.25,2023-04-08 23:36:54.000,pago
455,647,564,699.57,2021-07-27 14:13:37.000,transferencia
456,924,709,867.31,2022-01-28 11:04:33.000,transferencia
457,264,423,579.58,2022-04-10 07:11:40.000,transferencia
458,909,138,988.73,2023-10-25 03:18:40.000,transferencia
459,998,620,564.66,2023-09-01 14:08:12.000,transferencia
460,584,865,615.01,2020-04-19 13:32:41.000,transferencia
461,78,339,527.06,2020-09-19 22:17:42.000,transferencia
462,743,579,984.25,2022-01-24 03:51:48.000,transferencia
463,544,213,204.7,2023-09-06 13:23:52.000,transferencia
464,300,613,343.08,2023-05-18 22:22:02.000,transferencia
465,590,479,555.79,2022-10-29 19:53:49.000,transferencia
466,347,288,477.17,2022-01-15 00:05:34.000,transferencia
467,625,716,819.67,2022-11-07 09:21:00.000,transferencia
468,201,13,265.15,2021-10-31 21:07:05.000,pago
469,94,356,186.52,2021-06-28 15:40:54.000,transferencia
470,280,2,629.22,2021-12-23 22:38:22.000,pago
471,292,236,509.51,2021-12-28 05:05:20.000,transferencia
472,952,141,936.98,2021-10-20 23:56:14.000,transferencia
